internalTaxonId,scientificName,name,language,main
22693774,Charadrius wilsonia,Wilson's Plover,English,true
22694256,Rynchops niger,Black Skimmer,English,true
22695017,Elanoides forficatus,Swallow-tailed Kite,English,false
22695017,Elanoides forficatus,Swallow-tailed Kite,English,true
22695036,Elanus leucurus,White-tailed Kite,English,true
22695883,Buteo lineatus,Red-shouldered Hawk,English,true
22695903,Buteo swainsoni,Swainson's Hawk,English,true
22696395,Falco sparverius,American Kestrel,English,true
22696504,Falco mexicanus,Prairie Falcon,English,true
22696634,Aechmophorus clarkii,Clark's Grebe,English,true
22696702,Anhinga anhinga,Anhinga,English,true
22696931,Egretta tricolor,Tricolored Heron,English,false
22696931,Egretta tricolor,Tricolored Heron,English,true
22696974,Egretta thula,Snowy Egret,English,true
22696977,Egretta eulophotes,Chinese Egret,English,true
22697314,Ixobrychus exilis,Least Bittern,English,true
22697340,Botaurus lentiginosus,American Bittern,English,true
22697415,Eudocimus ruber,Scarlet Ibis,English,true
22697426,Plegadis chihi,White-faced Ibis,English,true
22697574,Platalea ajaja,Roseate Spoonbill,English,true
22697611,Pelecanus erythrorhynchos,American White Pelican,English,true
22697624,Coragyps atratus,American Black Vulture,English,true
22697648,Mycteria americana,Wood Stork,English,true
22700436,Myiarchus tyrannulus,Brown-crested Flycatcher,English,true
22700503,Tyrannus savana,Fork-tailed Flycatcher,English,true
22705611,Cyanocitta cristata,Blue Jay,English,true
22705986,Corvus caurinus,North-western Crow,English,false
22705986,Corvus caurinus,Northwestern Crow,English,true
22705993,Corvus ossifragus,Fish Crow,English,true
22706052,Corvus hawaiiensis,Hawaiian Crow,English,true
22706055,Corvus cryptoleucus,Chihuahuan Raven,English,true
22708793,Turdus obscurus,Eye-browed Thrush,English,false
22708793,Turdus obscurus,Eyebrowed Thrush,English,true
22711013,Dumetella carolinensis,Gray Catbird,English,false
22711013,Dumetella carolinensis,Grey Catbird,English,true
22711096,Oreoscoptes montanus,Sage Thrasher,English,true
22711099,Toxostoma rufum,Brown Thrasher,English,true
22711102,Toxostoma longirostre,Long-billed Thrasher,English,true
22711124,Toxostoma redivivum,California Thrasher,English,true
22711127,Toxostoma crissale,Crissal Thrasher,English,true
22711170,Sitta pygmaea,Pygmy Nuthatch,English,true
103881613,Sitta pusilla,Brown-headed Nuthatch,English,true
22711202,Sitta carolinensis,White-breasted Nuthatch,English,true
22711581,Polioptila caerulea,Blue-gray Gnatcatcher,English,false
22711581,Polioptila caerulea,Blue-grey Gnatcatcher,English,true
22711708,Poecile carolinensis,Carolina Chickadee,English,true
22711759,Poecile hudsonicus,Boreal Chickadee,English,true
22711767,Poecile rufescens,Chestnut-backed Chickadee,English,true
22711969,Baeolophus wollweberi,Bridled Titmouse,English,true
22711983,Baeolophus bicolor,Tufted Titmouse,English,true
22712057,Tachycineta bicolor,Tree Swallow,English,true
22712098,Progne subis,Purple Martin,English,true
22712427,Petrochelidon pyrrhonota,American Cliff Swallow,English,false
22712427,Petrochelidon pyrrhonota,Cliff Swallow,English,true
22714669,Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,English,false
22714669,Helopsaltes ochotensis,Middendorff's Grasshopper-Warbler,English,false
22714669,Helopsaltes ochotensis,Middendorff's Grasshopper-warbler,English,true
22715264,Phylloscopus fuscatus,Dusky Warbler,English,true
22719821,Lonchura punctulata,Nutmeg Mannikin,English,false
22719821,Lonchura punctulata,Spice Finch,English,false
22719821,Lonchura punctulata,Spermète d'épices,French,false
22719821,Lonchura punctulata,Scaly-breasted Munia,English,true
22720359,Spinus pinus,Pine Siskin,English,true
22720407,Spinus tristis,American Goldfinch,English,true
22720413,Spinus lawrencei,Lawrence's Goldfinch,English,true
22720553,Haemorhous purpureus,Purple Finch,English,true
22720827,Paroreomyza maculata,O'ahu 'Alauahio,English,false
22720827,Paroreomyza maculata,Oahu Creeper,English,false
22720827,Paroreomyza maculata,Oahu Alauahio,English,true
22722456,Piranga rubra,Summer Tanager,English,true
22722466,Piranga olivacea,Scarlet Tanager,English,true
22722471,Piranga ludoviciana,Western Tanager,English,true
22723796,Spiza americana,Dickcissel,English,true
22723816,Pheucticus melanocephalus,Black-headed Grosbeak,English,true
22723825,Cardinalis sinuatus,Pyrrhuloxia,English,true
22723948,Passerina amoena,Lazuli Bunting,English,true
22724131,Icterus cucullatus,Hooded Oriole,English,true
103793298,Icterus spurius,Orchard Oriole,English,true
22724169,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,English,true
22724311,Quiscalus major,Boat-tailed Grackle,English,true
22724332,Euphagus cyanocephalus,Brewer's Blackbird,English,true
22724367,Dolichonyx oryzivorus,Bobolink,English,true
22724967,Aphelocoma wollweberi,Mexican Jay,English,true
22725264,Patagioenas fasciata,Band-tailed Pigeon,English,false
22725264,Patagioenas fasciata,Northern Band-tailed Pigeon,English,true
22726404,Colaptes auratus,Northern Flicker,English,false
22726404,Colaptes auratus,Yellow-shafted Flicker,English,true
22726414,Colaptes cafer,Red-shafted Flicker,English,true
22727740,Circus hudsonius,Northern Harrier,English,true
22729123,Icterus bullockiorum,Bullock's Oriole,English,true
22732650,Phasianus versicolor,Green Pheasant,English,true
22712152,Stelgidopteryx serripennis,Northern Rough-winged Swallow,English,true
61204079,Canachites canadensis,Spruce Grouse,English,true
61204155,Canachites franklinii,Franklin's Grouse,English,true
62120280,Gallinula galeata,Common Gallinule,English,true
62169677,Fulica americana,American Coot,English,true
22678949,Coturnix japonica,Japanese Quail,English,true
22680178,Anas fulvigula,Mottled Duck,English,true
103887005,Cistothorus stellaris,Sedge Wren,English,true
22721115,Passerculus rostratus,Large-billed Sparrow,English,true
22699787,Contopus cooperi,Olive-sided Flycatcher,English,true
22700520,Empidonomus varius,Variegated Flycatcher,English,true
22708819,Turdus iliacus,Redwing,English,true
22693949,Vanellus vanellus,Lapwing,English,false
22693949,Vanellus vanellus,Vanneau huppé,French,false
22693949,Vanellus vanellus,الزقزاق الأخضر الشامي,Arabic,false
22693949,Vanellus vanellus,Northern Lapwing,English,true
22710921,Acridotheres tristis,Martin triste,French,false
22710921,Acridotheres tristis,Common Myna,English,true
22711978,Baeolophus inornatus,Oak Titmouse,English,true
22714654,Locustella lanceolata,Lanceolated Warbler,English,true
22720646,Loxia curvirostra,Common Crossbill,English,false
22720646,Loxia curvirostra,Crossbill,English,false
22720646,Loxia curvirostra,Σταυρομύτης,"Greek, Modern (1453-)",false
22720646,Loxia curvirostra,Red Crossbill,English,true
22720881,Emberiza leucocephalos,Pine Bunting,English,true
22720954,Emberiza pusilla,Little Bunting,English,true
22721033,Calcarius lapponicus,Lapland Bunting,English,false
22721033,Calcarius lapponicus,Lapland Longspur,English,true
22728944,Loxia leucoptera,White-winged Crossbill,English,false
22728944,Loxia leucoptera,Two-barred Crossbill,English,true
22718392,Motacilla cinerea,Gray Wagtail,English,false
22718392,Motacilla cinerea,Bergeronnette des ruisseaux,French,false
22718392,Motacilla cinerea,"الذعرة الرمادية, راعية الخيل الرمادية",Arabic,false
22718392,Motacilla cinerea,Grey Wagtail,English,true
22693158,Limosa lapponica,Barge rousse,French,false
22693158,Limosa lapponica,بقويقة مخططة الذيل,Arabic,false
22693158,Limosa lapponica,Bar-tailed Godwit,English,true
22711026,Mimus polyglottos,Northern Mockingbird,English,true
103886826,Troglodytes aedon,House Wren,English,true
103727176,Pica hudsonia,Black-billed Magpie,English,true
22693150,Limosa limosa,Barge à queue noire,French,false
22693150,Limosa limosa,بقويقة سلطانية,Arabic,false
22693150,Limosa limosa,Black-tailed Godwit,English,true
22694764,Chlidonias hybrida,Guifette moustac,French,false
22694764,Chlidonias hybrida,Μουστακογλάρονο,"Greek, Modern (1453-)",false
22694764,Chlidonias hybrida,Whiskered Tern,English,true
22680683,Jynx torquilla,European Wryneck,English,false
22680683,Jynx torquilla,Wryneck,English,false
22680683,Jynx torquilla,Torcol,French,false
22680683,Jynx torquilla,Στραβολαίμης,"Greek, Modern (1453-)",false
22680683,Jynx torquilla,Eurasian Wryneck,English,true
22680157,Mareca penelope,European Wigeon,English,false
22680157,Mareca penelope,Wigeon,English,false
22680157,Mareca penelope,Canard siffleur,French,false
22680157,Mareca penelope,Σφυριχτάρι,"Greek, Modern (1453-)",false
22680157,Mareca penelope,Eurasian Wigeon,English,true
103727785,Aphelocoma californica,Western Scrub-jay,English,true
22706068,Corvus corax,Northern Raven,English,false
22706068,Corvus corax,Raven,English,false
22706068,Corvus corax,Κόρακας,"Greek, Modern (1453-)",false
22706068,Corvus corax,Common Raven,English,true
22679464,Lagopus muta,Ptarmigan,English,false
22679464,Lagopus muta,Rock Ptarmigan,English,true
22698246,Puffinus opisthomelas,Pardela culinegra,Spanish; Castilian,false
22698246,Puffinus opisthomelas,Black-vented Shearwater,English,true
22693190,Numenius arquata,Curlew,English,false
22693190,Numenius arquata,Courlis cendré,French,false
22693190,Numenius arquata," كروان الماء, كروان الماء الكبير",Arabic,false
22693190,Numenius arquata,Eurasian Curlew,English,true
22721182,Spizella wortheni,Worthen's Sparrow,English,true
22711716,Poecile atricapillus,Black-capped Chickadee,English,true
22711724,Poecile gambeli,Mountain Chickadee,English,true
103718956,Lanius borealis,Northern Grey Shrike,English,true
22705614,Cyanocitta stelleri,Steller's Jay,English,true
22705738,Cyanocorax yncas,Inca Jay,English,false
22705738,Cyanocorax yncas,Green Jay,English,true
22711989,Baeolophus atricristatus,Black-crested Titmouse,English,true
22712077,Tachycineta thalassina,Violet-green Swallow,English,true
22696944,Egretta caerulea,Aigrette bleue,French,false
22696944,Egretta caerulea,Little Blue Heron,English,true
22718270,Passer montanus,Tree Sparrow,English,false
22718270,Passer montanus,Moineau friquet,French,false
22718270,Passer montanus,Δεντροσπούργιτο,"Greek, Modern (1453-)",false
22718270,Passer montanus,Eurasian Tree Sparrow,English,true
22720966,Emberiza aureola,Yellow-breasted Bunting,English,true
22732035,Molothrus aeneus,Bronzed Cowbird,English,true
22680871,Sphyrapicus nuchalis,Red-naped Sapsucker,English,true
22680874,Sphyrapicus ruber,Red-breasted Sapsucker,English,true
22685577,Ara severus,Chestnut-fronted Macaw,English,true
22705200,Vireo crassirostris,Thick-billed Vireo,English,true
22705783,Perisoreus canadensis,Gray Jay,English,false
22705783,Perisoreus canadensis,Grey Jay,English,false
22705783,Perisoreus canadensis,Canada Jay,English,true
22705909,Nucifraga columbiana,Clark's Nutcracker,English,true
22680203,Anas laysanensis,Laysan Teal,English,false
22680203,Anas laysanensis,Pato Real de Laysan,Spanish; Castilian,false
22680203,Anas laysanensis,Laysan Duck,English,true
22720809,Oreomystis bairdi,'Akikiki,English,false
22720809,Oreomystis bairdi,Kauai Creeper,English,false
22720809,Oreomystis bairdi,Akikiki,English,true
22720832,Loxops caeruleirostris,'Akeke'e,English,false
22720832,Loxops caeruleirostris,Akekee,English,true
22720722,Telespiza ultima,Nihoa Finch,English,true
22693185,Numenius tenuirostris,Courlis à bec grèle,French,false
22693185,Numenius tenuirostris,Zarapito Fino,Spanish; Castilian,false
22693185,Numenius tenuirostris,Slender-billed Curlew,English,true
22711121,Toxostoma lecontei,Le Conte's Thrasher,English,false
22711121,Toxostoma lecontei,LeConte's Thrasher,English,true
22680810,Melanerpes erythrocephalus,Red-headed Woodpecker,English,true
22721737,Setophaga striata,Blackpoll Warbler,English,true
22723957,Passerina ciris,Painted Bunting,English,true
22728985,Leucosticte australis,Brown-capped Rosy Finch,English,false
22728985,Leucosticte australis,Brown-capped Rosy-Finch,English,false
22728985,Leucosticte australis,Brown-capped Rosy-finch,English,true
22724320,Quiscalus quiscula,Common Grackle,English,true
22720702,Hesperiphona vespertina,Evening Grosbeak,English,true
22686709,Chaetura pelagica,Chimney Swift,English,true
22679519,Tympanuchus pallidicinctus,Lesser Prairie Chicken,English,false
22679519,Tympanuchus pallidicinctus,Lesser Prairie-Chicken,English,false
22679519,Tympanuchus pallidicinctus,Gallo de las Praderas Chico,Spanish; Castilian,false
22679519,Tympanuchus pallidicinctus,Lesser Prairie-chicken,English,true
22694915,Aethia cristatella,Crested Auklet,English,true
22720340,Chloris sinica,Grey-capped Greenfinch,English,false
22720340,Chloris sinica,Oriental Greenfinch,English,true
22720728,Telespiza cantans,Laysan Finch,English,true
22724345,Molothrus bonariensis,Shiny Cowbird,English,true
22720488,Leucosticte atrata,Black Rosy Finch,English,false
22720488,Leucosticte atrata,Black Rosy-Finch,English,false
22720488,Leucosticte atrata,Black Rosy-finch,English,true
22678719,Francolinus francolinus,Black Francolin,English,true
22678728,Ortygornis pondicerianus,Gray Francolin,English,false
22678728,Ortygornis pondicerianus,Francolin gris,French,false
22678728,Ortygornis pondicerianus,Grey Francolin,English,true
22679893,Anser indicus,Bar-headed Goose,English,true
22679935,Branta canadensis,Canada Goose,English,true
22679943,Branta leucopsis,Barnacle Goose,English,true
22680061,Cairina moschata,Muscovy Duck,English,true
22685752,Aratinga nenday,Nanday Parakeet,English,true
22685959,Brotogeris versicolurus,Canary-winged Parakeet,English,false
22685959,Brotogeris versicolurus,White-winged Parakeet,English,true
22694837,Alle alle,Dovekie,English,false
22694837,Alle alle,Little Auk,English,true
22694924,Cerorhinca monocerata,Rhinoceros Auklet,English,true
22696450,Falco femoralis,Aplomado Falcon,English,true
22697627,Cathartes aura,Turkey Vulture,English,true
22697829,Gavia stellata,Red-throated Diver,English,false
22697829,Gavia stellata,Plongeon catmarin,French,false
22697829,Gavia stellata,Κηλιδοβούτι,"Greek, Modern (1453-)",false
22697829,Gavia stellata,Red-throated Loon,English,true
22705929,Corvus monedula,Jackdaw,English,false
22705929,Corvus monedula,Western Jackdaw,English,false
22705929,Corvus monedula,Choucas des tours,French,false
22705929,Corvus monedula,Κάργια,"Greek, Modern (1453-)",false
22705929,Corvus monedula,Eurasian Jackdaw,English,true
22705938,Corvus splendens,Indian House Crow,English,false
22705938,Corvus splendens,Corbeau d'Inde,French,false
22705938,Corvus splendens,House Crow,English,true
22705990,Corvus brachyrhynchos,American Crow,English,true
22708647,Catharus mexicanus,Black-headed Nightingale-Thrush,English,false
22708647,Catharus mexicanus,Black-headed Nightingale-thrush,English,true
22708655,Catharus fuscescens,Veery,English,true
22715685,Pterorhinus caerulatus,Grey-sided Laughingthrush,English,true
22718546,Anthus trivialis,Pipit des arbres,French,false
22718546,Anthus trivialis,Tree Pipit,English,true
22718553,Anthus gustavi,Pechora Pipit,English,true
22719518,Glaucestrilda coerulescens,Queue de vinaigre,French,false
22719518,Glaucestrilda coerulescens,Lavender Waxbill,English,true
22719558,Estrilda melpoda,Astrild à joues oranges,French,false
22719558,Estrilda melpoda,Orange-cheeked Waxbill,English,true
22719570,Estrilda troglodytes,Bec de corail cendré,French,false
22719570,Estrilda troglodytes,Black-rumped Waxbill,English,true
22719574,Estrilda astrild,Common Waxbill,English,true
22719761,Euodice cantans,Warbling Silverbill,English,false
22719761,Euodice cantans,Bec d'argent,French,false
22719761,Euodice cantans,African Silverbill,English,true
22719770,Euodice malabarica,White-throated Munia,English,false
22719770,Euodice malabarica, فضي المنقار,Arabic,false
22719770,Euodice malabarica,Indian Silverbill,English,true
22720181,Crithagra mozambica,Serin à front jaune,French,false
22720181,Crithagra mozambica,Yellow-fronted Canary,English,true
22720563,Haemorhous mexicanus,House Finch,English,true
22721003,Emberiza variabilis,Gray Bunting,English,false
22721003,Emberiza variabilis,Grey Bunting,English,true
22723819,Cardinalis cardinalis,Northern Cardinal,English,true
22724126,Icterus galbula,Baltimore Oriole,English,true
22724191,Agelaius phoeniceus,Red-winged Blackbird,English,true
22724206,Agelaius humeralis,Tawny-shouldered Blackbird,English,true
61752071,Bubo virginianus,Great Horned Owl,English,true
102998555,Alauda arvensis,Skylark,English,false
102998555,Alauda arvensis,Sky Lark,English,false
102998555,Alauda arvensis,Alouette des champs,French,false
102998555,Alauda arvensis,قبّرة الحقول,Arabic,false
102998555,Alauda arvensis,Σιταρήθρα,"Greek, Modern (1453-)",false
102998555,Alauda arvensis,Eurasian Skylark,English,true
22678673,Tetraogallus himalayensis,Himalayan Snowcock,English,true
22678865,Pternistis erckelii,Erckel's Francolin,English,false
22678865,Pternistis erckelii,Francolin d'Erckel,French,false
22678865,Pternistis erckelii,Erckel's Spurfowl,English,true
22679525,Meleagris gallopavo,Turkey,English,false
22679525,Meleagris gallopavo,Wild Turkey,English,true
22679555,Numida meleagris,Tufted Guineafowl,English,false
22679555,Numida meleagris,Pintade commune,French,false
22679555,Numida meleagris,Helmeted Guineafowl,English,true
22680485,Mergus serrator,Θαλασσοπρίστης,"Greek, Modern (1453-)",false
22680485,Mergus serrator,Red-breasted Merganser,English,true
22680492,Mergus merganser,Goosander,English,false
22680492,Mergus merganser,Χηνοπρίστης,"Greek, Modern (1453-)",false
22680492,Mergus merganser,Goosander,English,true
22685223,Melopsittacus undulatus,Budgerigar,English,true
22692990,Pterocles exustus,Ganga à ventre châtain,French,false
22692990,Pterocles exustus,القطاة الجونية,Arabic,false
22692990,Pterocles exustus,Chestnut-bellied Sandgrouse,English,true
22694629,Sterna paradisaea,Sterne arctique,French,false
22694629,Sterna paradisaea,Arctic Tern,English,true
22694847,Uria lomvia,Brünnich's Guillemot,English,false
22694847,Uria lomvia,Thick-billed Murre,English,false
22694847,Uria lomvia,Thick-billed Murre,English,true
22696606,Podiceps auritus,Slavonian Grebe,English,false
22696606,Podiceps auritus,Zampullín cuellirrojo,Spanish; Castilian,false
22696606,Podiceps auritus,Χειμωνοβουτηχτάρι,"Greek, Modern (1453-)",false
22696606,Podiceps auritus,Horned Grebe,English,true
22697203,Nyctanassa violacea,Yellow-crowned Night-heron,English,false
22697203,Nyctanassa violacea,Yellow-crowned Night-Heron,English,false
22697203,Nyctanassa violacea,Yellow-crowned Night Heron,English,true
22700605,Pitangus sulphuratus,Great Kiskadee,English,true
22709200,Muscicapa griseisticta,Gray-streaked Flycatcher,English,false
22709200,Muscicapa griseisticta,Grey-streaked Flycatcher,English,true
22711115,Toxostoma curvirostre,Curve-billed Thrasher,English,true
22711196,Sitta canadensis,Red-breasted Nuthatch,English,true
22711588,Polioptila melanura,Black-tailed Gnatcatcher,English,true
22712695,Pycnonotus cafer,Red-vented Bulbul,English,true
22719493,Uraeginthus bengalus,Red-checked Cordon-bleu,English,false
22719493,Uraeginthus bengalus,Red-cheeked Cordonbleu,English,false
22719493,Uraeginthus bengalus,Cordon bleu,French,false
22719493,Uraeginthus bengalus,Red-cheeked Cordon-bleu,English,true
22719988,Vidua macroura,Pin-tailed Widow,English,false
22719988,Vidua macroura,Veuve dominicaine,French,false
22719988,Vidua macroura,Pin-tailed Whydah,English,true
22720410,Spinus psaltria,Lesser Goldfinch,English,true
22720482,Leucosticte tephrocotis,Gray-crowned Rosy-finch,English,false
22720482,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,English,false
22720482,Leucosticte tephrocotis,Grey-crowned Rosy Finch,English,false
22720482,Leucosticte tephrocotis,Grey-crowned Rosy-Finch,English,true
22720625,Pinicola enucleator,Pine Grosbeak,English,true
22720671,Pyrrhula pyrrhula,Πύρρουλας,"Greek, Modern (1453-)",false
22720671,Pyrrhula pyrrhula,Eurasian Bullfinch,English,true
22721582,Paroaria coronata,Red-crested Cardinal,English,true
22721602,Paroaria capitata,Yellow-billed Cardinal,English,true
22721618,Vermivora chrysoptera,Golden-winged Warbler,English,true
22723346,Sicalis flaveola,Saffron Finch,English,true
22723611,Melanospiza bicolor,Black-faced Grassquit,English,true
22723813,Pheucticus ludovicianus,Rose-breasted Grosbeak,English,true
22723939,Passerina caerulea,Blue Grosbeak,English,true
22723951,Passerina cyanea,Indigo Bunting,English,true
22723954,Passerina versicolor,Varied Bunting,English,true
22724256,Sturnella neglecta,Western Meadowlark,English,true
22724308,Quiscalus mexicanus,Great-tailed Grackle,English,true
22724354,Molothrus ater,Brown-headed Cowbird,English,true
22727750,Oxyura jamaicensis,Ruddy Duck,English,true
45427277,Myiopsitta monachus,Monk Parakeet,English,true
