internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
62774969,Egretta garzetta,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,garzetta,,,,,"(Linnaeus, 1766)","<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">Egretta gularis&#160;</em>(del Hoyo and Collar 2014) contains the taxon&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">dimorpha</em>, which was previously included within&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">E</em><em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">. garzetta&#160;</em>following Kushlan and Hancock (2005)<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">.&#160;</em>Prior to that, all three taxa were treated as separate species following Sibley and Monroe (1990, 1993)."
22693727,Pluvialis apricaria,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,apricaria,,,,,"(Linnaeus, 1758)",
22693906,Eudromias morinellus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Eudromias,morinellus,,,,,"(Linnaeus, 1758)",
22693468,Calidris pugnax,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,,,,,"(Linnaeus, 1758)",<em>Calidris pugnax</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Philomachus</em>.
22693085,Gallinago stenura,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stenura,,,,,"(Bonaparte, 1830)",Monotypic.
22693133,Lymnocryptes minimus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Lymnocryptes,minimus,,,,,"(Brünnich, 1764)",
22693264,Actitis hypoleucos,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,,,,,"(Linnaeus, 1758)",
22693243,Tringa ochropus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,ochropus,,,,,"Linnaeus, 1758",
22693207,Tringa erythropus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,erythropus,,,,,"(Pallas, 1764)",
22693220,Tringa nebularia,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,nebularia,,,,,"(Gunnerus, 1767)",
22693211,Tringa totanus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,totanus,,,,,"(Linnaeus, 1758)",
22693247,Tringa glareola,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,glareola,,,,,"Linnaeus, 1758",
22693216,Tringa stagnatilis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,stagnatilis,,,,,"(Bechstein, 1803)",
22694782,Chlidonias leucopterus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chlidonias,leucopterus,,,,,"(Temminck, 1815)",
22727137,Picoides tridactylus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Picoides,tridactylus,,,,,"(Linnaeus, 1758)","<p><em>Picoides tridactylus </em>and<em> P. funebris </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. tridactylus </em>following AOU (2003). <em>P. tridactylus</em> (del Hoyo and Collar 2014) was previously split into <em>P. tridactylus</em> and <em>P. dorsalis</em> following AOU (2003), and prior to that all three taxa were lumped as<em> P. tridactylus </em>following Sibley and Monroe (1990, 1993).</p>"
22681124,Dendrocopos major,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,major,,,,,"(Linnaeus, 1758)",
22708146,Bombycilla garrulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,garrulus,,,,,"(Linnaeus, 1758)",
22711750,Poecile cinctus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,cinctus,,,,,"(Boddaert, 1783)",<em>Poecile cinctus</em> (del Hoyo and Collar   2016) was previously listed as <em>Parus cinctus</em>.
103845882,Phylloscopus borealis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,borealis,,,,,"(Blasius, 1858)","<p><em>Phylloscopus borealis, P. examinandus </em>and<em> P. xanthodryas</em> (del Hoyo and Collar 2016) were previously lumped as <em>P. borealis </em>following AERC TAC (2003), AOU (1998 &amp; supplements), Christidis and Boles (2008), Cramp <em>et al</em>. (1977–1994), Sibley and Monroe (1990, 1993) and Stotz <em>et al</em>. (1996).</p>  <p>&#160;</p>"
22709701,Calliope calliope,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Calliope,calliope,,,,,"(Pallas, 1776)","<p><em>Calliope calliope</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Luscinia </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
105294257,Tarsiger cyanurus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,cyanurus,,,,,"(Pallas, 1773)","<p><em>Tarsiger cyanurus</em> and <em>T. rufilatus </em>(del Hoyo and Collar 2016) were previously lumped as <em>T. cyanurus </em>following AERC TAC (2003), AOU (1998 and supplements), Cramp <em>et al</em>. (1977–1994), and Sibley and Monroe (1990, 1993).</p>  <p>&#160;</p>"
22718550,Anthus hodgsoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,hodgsoni,,,,,"Richmond, 1907",
22721043,Plectrophenax nivalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALCARIIDAE,Plectrophenax,nivalis,,,,,"(Linnaeus, 1758)",
22679460,Lagopus lagopus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,lagopus,,,,,"(Linnaeus, 1758)",
22720960,Emberiza rustica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,rustica,,,,,"Pallas, 1776",
22679862,Cygnus columbianus,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,columbianus,,,,,"(Ord, 1815)",
22679435,Pavo cristatus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Pavo,cristatus,,,,,"Linnaeus, 1758",
22679503,Centrocercus urophasianus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,urophasianus,,,,,"(Bonaparte, 1827)",
22679746,Dendrocygna bicolor,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna,bicolor,,,,,"(Vieillot, 1816)",
22680853,Melanerpes uropygialis,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,uropygialis,,,,,"(Baird, 1854)",
22680862,Melanerpes aurifrons,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,aurifrons,,,,,"(Wagler, 1829)",
22680868,Sphyrapicus varius,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Sphyrapicus,varius,,,,,"(Linnaeus, 1766)",
22681149,Dryobates nuttallii,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dryobates,nuttallii,,,,,"(Gambel, 1843)",<em>Dryobates   nuttallii</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Picoides</em>.
22681155,Dryobates pubescens,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dryobates,pubescens,,,,,"(Linnaeus, 1766)",<em>Dryobates   pubescens </em>(del Hoyo and Collar 2014) was previously placed in the genus   <em>Picoides</em>.
22681169,Leuconotopicus albolarvatus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Leuconotopicus,albolarvatus,,,,,"(Cassin, 1850)",<em>Leuconotopicus   albolarvatus</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Picoides</em>.
22681181,Picoides arcticus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Picoides,arcticus,,,,,"(Swainson, 1832)",
22681290,Colaptes chrysoides,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Colaptes,chrysoides,,,,,"(Malherbe, 1852)",
22681363,Hylatomus pileatus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Hylatomus,pileatus,,,,,"(Linnaeus, 1758)",<em>Hylatomus   pileatus</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Dryocopus</em>.
22688637,Psiloscops flammeolus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Psiloscops,flammeolus,,,,,"(Kaup, 1853)",<em>Psiloscops flammeolus</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Otus</em>.
22688766,Megascops trichopsis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,trichopsis,,,,,"(Wagler, 1832)",
22689353,Athene cunicularia,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Athene,cunicularia,,,,,"(Molina, 1782)",
22690708,Geopelia striata,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Geopelia,striata,,,,,"(Linnaeus, 1766)",
22690762,Columbina inca,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,inca,,,,,"(Lesson, 1847)",
22692174,Aramus guarauna,ANIMALIA,CHORDATA,AVES,GRUIFORMES,ARAMIDAE,Aramus,guarauna,,,,,"(Linnaeus, 1766)",
22692684,Porzana carolina,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porzana,carolina,,,,,"(Linnaeus, 1758)",
22692827,Porphyrio martinicus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,martinicus,,,,,"(Linnaeus, 1766)",
22692848,Porphyrio flavirostris,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,flavirostris,,,,,"(Gmelin, 1789)",
22693195,Numenius americanus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,,,,,"Bechstein, 1812",
22693383,Calidris ruficollis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,,,,,"(Pallas, 1776)",
22693644,Haematopus palliatus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,palliatus,,,,,"Temminck, 1820",
22693774,Charadrius wilsonia,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,wilsonia,,,,,"Ord, 1814",
22694256,Rynchops niger,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Rynchops,niger,,,,,"Linnaeus, 1758",
22695017,Elanoides forficatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Elanoides,forficatus,,,,,"(Linnaeus, 1758)",
22695036,Elanus leucurus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ELANIDAE,Elanus,leucurus,,,,,"(Vieillot, 1818)","Previously placed in family Accipitridae but moved to current family based on the phylogeny of Starikov and Wink (2020). Traditionally thought to form a species-group with <em>E. caeruleus</em> and <em>E. axillaris</em>; all three sometimes considered conspecific, but differ variously in plumage, morphology and behaviour. Two subspecies recognized."
22695883,Buteo lineatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lineatus,,,,,"(Gmelin, 1788)",
22695903,Buteo swainsoni,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,swainsoni,,,,,"Bonaparte, 1838",
22696395,Falco sparverius,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,sparverius,,,,,"Linnaeus, 1758",
22696504,Falco mexicanus,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,mexicanus,,,,,"Schlegel, 1850",
22696634,Aechmophorus clarkii,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,clarkii,,,,,"(Lawrence, 1858)",
22696702,Anhinga anhinga,ANIMALIA,CHORDATA,AVES,SULIFORMES,ANHINGIDAE,Anhinga,anhinga,,,,,"(Linnaeus, 1766)",
22696931,Egretta tricolor,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,tricolor,,,,,"(Müller, 1776)",
22696974,Egretta thula,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,thula,,,,,"(Molina, 1782)",
22696977,Egretta eulophotes,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,eulophotes,,,,,"(Swinhoe, 1860)",
22697314,Ixobrychus exilis,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ixobrychus,exilis,,,,,"(Gmelin, 1789)",
22697340,Botaurus lentiginosus,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Botaurus,lentiginosus,,,,,"(Rackett, 1813)",
22697415,Eudocimus ruber,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,,,,,"(Linnaeus, 1758)",
22697426,Plegadis chihi,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,,,,,"(Vieillot, 1817)",
22697574,Platalea ajaja,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,ajaja,,,,,"(Linnaeus, 1758)",
22697611,Pelecanus erythrorhynchos,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,,,,,"Gmelin, 1789",
22697624,Coragyps atratus,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Coragyps,atratus,,,,,"(Bechstein, 1783)",
22697648,Mycteria americana,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE,Mycteria,americana,,,,,"Linnaeus, 1758",
22700436,Myiarchus tyrannulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,tyrannulus,,,,,"(Müller, 1776)",
22700503,Tyrannus savana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,savana,,,,,"Vieillot, 1808",
22705611,Cyanocitta cristata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,,,,,"(Linnaeus, 1758)",
22705986,Corvus caurinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,caurinus,,,,,"Baird, 1858",
22705993,Corvus ossifragus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,ossifragus,,,,,"Wilson, 1812",
22706052,Corvus hawaiiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,hawaiiensis,,,,,"Peale, 1848",
22706055,Corvus cryptoleucus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,cryptoleucus,,,,,"Couch, 1854",
22708793,Turdus obscurus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,obscurus,,,,,"Gmelin, 1789",
22711013,Dumetella carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,,,,,"(Linnaeus, 1766)",
22711096,Oreoscoptes montanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Oreoscoptes,montanus,,,,,"(Townsend, 1837)",
22711099,Toxostoma rufum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,rufum,,,,,"(Linnaeus, 1758)",
22711102,Toxostoma longirostre,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,longirostre,,,,,"(Lafresnaye, 1838)",
22711124,Toxostoma redivivum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,redivivum,,,,,"(Gambel, 1845)",
22711127,Toxostoma crissale,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,crissale,,,,,"Henry, 1858",
22711170,Sitta pygmaea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,pygmaea,,,,,"Vigors, 1839",
103881613,Sitta pusilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,pusilla,,,,,"Latham, 1790","<p><em>Sitta pusilla </em>and<em> S. insularis</em> (del Hoyo and Collar 2016) were previously lumped as <em>S. pusilla</em> following AOU (1998 &amp; supplements), Sibley &amp; Monroe (1990, 1993) and Stotz et al. (1996).</p>"
22711202,Sitta carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,carolinensis,,,,,"Latham, 1790",
22711581,Polioptila caerulea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,caerulea,,,,,"(Linnaeus, 1766)",
22711708,Poecile carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,carolinensis,,,,,"(Audubon, 1834)",<em>Poecile carolinensis</em> (del Hoyo and   Collar 2016) was previously listed as <em>Parus   carolinensis</em>.
22711759,Poecile hudsonicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,hudsonicus,,,,,"(Forster, 1772)",<em>Poecile hudsonicus</em> (del Hoyo and   Collar 2016) was previously listed as <em>Parus   hudsonicus</em>.
22711767,Poecile rufescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,rufescens,,,,,"(Townsend, 1837)",<em>Poecile rufescens</em> (del Hoyo and   Collar 2016) was previously listed as <em>Parus   rufescens</em>.
22711969,Baeolophus wollweberi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,wollweberi,,,,,"(Bonaparte, 1850)",
22711983,Baeolophus bicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,bicolor,,,,,"Linnaeus, 1766",
22712057,Tachycineta bicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,bicolor,,,,,"(Vieillot, 1808)",
22712098,Progne subis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,subis,,,,,"(Linnaeus, 1758)",
22712427,Petrochelidon pyrrhonota,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Petrochelidon,pyrrhonota,,,,,"Vieillot, 1817",
22714669,Helopsaltes ochotensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Helopsaltes,ochotensis,,,,,"(Middendorff, 1853)","As part of their overhaul of the Locustellidae (see below) Alström&#160;<em>et al.</em>&#160;(2018) introduced the generic name&#160;<em>Helopsaltes</em>&#160;to cover the monophyletic group of&#160;<em>Locustella</em>&#160;warbler species&#160;<em>ochotensis</em>,&#160;<em>pleskei</em>,<em>&#160;certhiola</em>,&#160;<em>pryeri</em>,<em>&#160;fasciolata&#160;</em>and&#160;<em>amnicola&#160;</em>(del Hoyo and Collar 2016). They found no morphological diagnostic characters, but identified a clear difference in voice.Has elsewhere been considered conspecific with either or both of <em>H. certhiola</em> and <em>H. pleskei</em>. Hybridizes with former in E Russia (in lower Amur area and N Sakhalin), where apparently maintains stable intergrade populations, but elsewhere in range it exhibits a constant and distinctive suite of plumage, voice and behavioural characters. Birds of Kamchatka and N Kurils sometimes separated as subspecies <em>subcerthiola</em> (Kennerley &amp; Pearson 2010), but here considered indistinguishable from birds elsewhere in range. Monotypic."
22715264,Phylloscopus fuscatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,fuscatus,,,,,"(Blyth, 1842)",
22719821,Lonchura punctulata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,punctulata,,,,,"(Linnaeus, 1758)",
22720359,Spinus pinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,pinus,,,,,"(Wilson, 1810)","<p><em>Spinus pinus</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720407,Spinus tristis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,tristis,,,,,"(Linnaeus, 1758)","<p><em>Spinus tristis</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720413,Spinus lawrencei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,lawrencei,,,,,"(Cassin, 1852)","<em>Spinus lawrencei</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22720553,Haemorhous purpureus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Haemorhous,purpureus,,,,,"(Gmelin, 1789)","<p><em>Haemorhous purpureus</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carpodacus</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720827,Paroreomyza maculata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Paroreomyza,maculata,,,,,"(Cabanis, 1850)",
22722456,Piranga rubra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,rubra,,,,,"(Linnaeus, 1758)",
22722466,Piranga olivacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,olivacea,,,,,"(Gmelin, 1789)",
22722471,Piranga ludoviciana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,ludoviciana,,,,,"(Wilson, 1811)",
22723796,Spiza americana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Spiza,americana,,,,,"(Gmelin, 1789)",
22723816,Pheucticus melanocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,melanocephalus,,,,,"Swainson, 1827",
22723825,Cardinalis sinuatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Cardinalis,sinuatus,,,,,"Bonaparte, 1838",
22723948,Passerina amoena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Passerina,amoena,,,,,"(Say, 1823)",
22724131,Icterus cucullatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,cucullatus,,,,,"Swainson, 1827",
103793298,Icterus spurius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,spurius,,,,,"(Linnaeus, 1766)","<p><em>Icterus spurius </em>and<em> I. fuertesi</em> (del Hoyo and Collar 2016) were previously lumped as <em>I. spurius </em>following AOU (1998 &amp; supplements); SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22724169,Xanthocephalus xanthocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Xanthocephalus,xanthocephalus,,,,,"(Bonaparte, 1826)",
22724311,Quiscalus major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,major,,,,,"Vieillot, 1819",
22724332,Euphagus cyanocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,,,,,"(Wagler, 1829)",
22724367,Dolichonyx oryzivorus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Dolichonyx,oryzivorus,,,,,"(Linnaeus, 1758)",
