internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22692684,Porzana carolina,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porzana,carolina,,,,,"(Linnaeus, 1758)",""
22692827,Porphyrio martinicus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,martinicus,,,,,"(Linnaeus, 1766)",""
22692848,Porphyrio flavirostris,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,flavirostris,,,,,"(Gmelin, 1789)",""
22693195,Numenius americanus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,,,,,"Bechstein, 1812",""
22693383,Calidris ruficollis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,,,,,"(Pallas, 1776)",""
22693644,Haematopus palliatus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,palliatus,,,,,"Temminck, 1820",""
22693774,Charadrius wilsonia,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,wilsonia,,,,,"Ord, 1814",""
22694256,Rynchops niger,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Rynchops,niger,,,,,"Linnaeus, 1758",""
22695017,Elanoides forficatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Elanoides,forficatus,,,,,"(Linnaeus, 1758)",""
22695036,Elanus leucurus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ELANIDAE,Elanus,leucurus,,,,,"(Vieillot, 1818)","Previously placed in family Accipitridae but moved to current family based on the phylogeny of Starikov and Wink (2020). Traditionally thought to form a species-group with E. caeruleus and E. axillaris; all three sometimes considered conspecific, but differ variously in plumage, morphology and behaviour. Two subspecies recognized."
22695883,Buteo lineatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lineatus,,,,,"(Gmelin, 1788)",""
22695903,Buteo swainsoni,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,swainsoni,,,,,"Bonaparte, 1838",""
22696395,Falco sparverius,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,sparverius,,,,,"Linnaeus, 1758",""
22696504,Falco mexicanus,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,mexicanus,,,,,"Schlegel, 1850",""
22696634,Aechmophorus clarkii,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,clarkii,,,,,"(Lawrence, 1858)",""
22696702,Anhinga anhinga,ANIMALIA,CHORDATA,AVES,SULIFORMES,ANHINGIDAE,Anhinga,anhinga,,,,,"(Linnaeus, 1766)",""
22696931,Egretta tricolor,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,tricolor,,,,,"(Müller, 1776)",""
22696974,Egretta thula,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,thula,,,,,"(Molina, 1782)",""
22696977,Egretta eulophotes,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,eulophotes,,,,,"(Swinhoe, 1860)",""
22697314,Ixobrychus exilis,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ixobrychus,exilis,,,,,"(Gmelin, 1789)",""
22697340,Botaurus lentiginosus,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Botaurus,lentiginosus,,,,,"(Rackett, 1813)",""
22697415,Eudocimus ruber,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,,,,,"(Linnaeus, 1758)",""
22697426,Plegadis chihi,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,,,,,"(Vieillot, 1817)",""
22697574,Platalea ajaja,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,ajaja,,,,,"(Linnaeus, 1758)",""
22697611,Pelecanus erythrorhynchos,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,,,,,"Gmelin, 1789",""
22697624,Coragyps atratus,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Coragyps,atratus,,,,,"(Bechstein, 1783)",""
22697648,Mycteria americana,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE,Mycteria,americana,,,,,"Linnaeus, 1758",""
22700436,Myiarchus tyrannulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,tyrannulus,,,,,"(Müller, 1776)",""
22700503,Tyrannus savana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,savana,,,,,"Vieillot, 1808",""
22705611,Cyanocitta cristata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,,,,,"(Linnaeus, 1758)",""
22705986,Corvus caurinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,caurinus,,,,,"Baird, 1858",""
22705993,Corvus ossifragus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,ossifragus,,,,,"Wilson, 1812",""
22706052,Corvus hawaiiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,hawaiiensis,,,,,"Peale, 1848",""
22706055,Corvus cryptoleucus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,cryptoleucus,,,,,"Couch, 1854",""
22708793,Turdus obscurus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,obscurus,,,,,"Gmelin, 1789",""
22711013,Dumetella carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,,,,,"(Linnaeus, 1766)",""
22711096,Oreoscoptes montanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Oreoscoptes,montanus,,,,,"(Townsend, 1837)",""
22711099,Toxostoma rufum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,rufum,,,,,"(Linnaeus, 1758)",""
22711102,Toxostoma longirostre,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,longirostre,,,,,"(Lafresnaye, 1838)",""
22711124,Toxostoma redivivum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,redivivum,,,,,"(Gambel, 1845)",""
22711127,Toxostoma crissale,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Toxostoma,crissale,,,,,"Henry, 1858",""
22711170,Sitta pygmaea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,pygmaea,,,,,"Vigors, 1839",""
103881613,Sitta pusilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,pusilla,,,,,"Latham, 1790","Sitta pusilla and S. insularis (del Hoyo and Collar 2016) were previously lumped as S. pusilla following AOU (1998 &amp; supplements), Sibley &amp; Monroe (1990, 1993) and Stotz et al. (1996)."
22711202,Sitta carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,carolinensis,,,,,"Latham, 1790",""
22711581,Polioptila caerulea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila,caerulea,,,,,"(Linnaeus, 1766)",""
22711708,Poecile carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,carolinensis,,,,,"(Audubon, 1834)",Poecile carolinensis (del Hoyo and Collar 2016) was previously listed as Parus carolinensis.
22711759,Poecile hudsonicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,hudsonicus,,,,,"(Forster, 1772)",Poecile hudsonicus (del Hoyo and Collar 2016) was previously listed as Parus hudsonicus.
22711767,Poecile rufescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,rufescens,,,,,"(Townsend, 1837)",Poecile rufescens (del Hoyo and Collar 2016) was previously listed as Parus rufescens.
22711969,Baeolophus wollweberi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,wollweberi,,,,,"(Bonaparte, 1850)",""
22711983,Baeolophus bicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,bicolor,,,,,"Linnaeus, 1766",""
22712057,Tachycineta bicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Tachycineta,bicolor,,,,,"(Vieillot, 1808)",""
22712098,Progne subis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,subis,,,,,"(Linnaeus, 1758)",""
22712427,Petrochelidon pyrrhonota,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Petrochelidon,pyrrhonota,,,,,"Vieillot, 1817",""
22714669,Helopsaltes ochotensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Helopsaltes,ochotensis,,,,,"(Middendorff, 1853)","As part of their overhaul of the Locustellidae (see below) Alström et al. (2018) introduced the generic name Helopsaltes to cover the monophyletic group of Locustella warbler species ochotensis, pleskei, certhiola, pryeri, fasciolata and amnicola (del Hoyo and Collar 2016). They found no morphological diagnostic characters, but identified a clear difference in voice.Has elsewhere been considered conspecific with either or both of H. certhiola and H. pleskei. Hybridizes with former in E Russia (in lower Amur area and N Sakhalin), where apparently maintains stable intergrade populations, but elsewhere in range it exhibits a constant and distinctive suite of plumage, voice and behavioural characters. Birds of Kamchatka and N Kurils sometimes separated as subspecies subcerthiola (Kennerley &amp; Pearson 2010), but here considered indistinguishable from birds elsewhere in range. Monotypic."
22715264,Phylloscopus fuscatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,fuscatus,,,,,"(Blyth, 1842)",""
22719821,Lonchura punctulata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,punctulata,,,,,"(Linnaeus, 1758)",""
22720359,Spinus pinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,pinus,,,,,"(Wilson, 1810)","Spinus pinus (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22720407,Spinus tristis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,tristis,,,,,"(Linnaeus, 1758)","Spinus tristis (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22720413,Spinus lawrencei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,lawrencei,,,,,"(Cassin, 1852)","Spinus lawrencei (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22720553,Haemorhous purpureus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Haemorhous,purpureus,,,,,"(Gmelin, 1789)","Haemorhous purpureus (del Hoyo and Collar 2016) was previously placed in the genus Carpodacus following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22720827,Paroreomyza maculata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Paroreomyza,maculata,,,,,"(Cabanis, 1850)",""
22722456,Piranga rubra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,rubra,,,,,"(Linnaeus, 1758)",""
22722466,Piranga olivacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,olivacea,,,,,"(Gmelin, 1789)",""
22722471,Piranga ludoviciana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,ludoviciana,,,,,"(Wilson, 1811)",""
22723796,Spiza americana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Spiza,americana,,,,,"(Gmelin, 1789)",""
22723816,Pheucticus melanocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,melanocephalus,,,,,"Swainson, 1827",""
22723825,Cardinalis sinuatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Cardinalis,sinuatus,,,,,"Bonaparte, 1838",""
22723948,Passerina amoena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Passerina,amoena,,,,,"(Say, 1823)",""
22724131,Icterus cucullatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,cucullatus,,,,,"Swainson, 1827",""
103793298,Icterus spurius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,spurius,,,,,"(Linnaeus, 1766)","Icterus spurius and I. fuertesi (del Hoyo and Collar 2016) were previously lumped as I. spurius following AOU (1998 &amp; supplements); SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).  "
22724169,Xanthocephalus xanthocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Xanthocephalus,xanthocephalus,,,,,"(Bonaparte, 1826)",""
22724311,Quiscalus major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,major,,,,,"Vieillot, 1819",""
22724332,Euphagus cyanocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,,,,,"(Wagler, 1829)",""
22724367,Dolichonyx oryzivorus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Dolichonyx,oryzivorus,,,,,"(Linnaeus, 1758)",""
22724967,Aphelocoma wollweberi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Aphelocoma,wollweberi,,,,,"Kaup, 1854",""
22725264,Patagioenas fasciata,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,fasciata,,,,,"Say, 1823","Patagioenas fasciata and P. albilinea (del Hoyo and Collar 2014) were previously lumped as P. fasciata following Sibley and Monroe (1990, 1993)."
22726404,Colaptes auratus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Colaptes,auratus,,,,,"(Linnaeus, 1758)","Colaptes auratus, C. cafer and C. mexicanoides (del Hoyo and Collar 2014) were previously lumped as C. auratus following Sibley and Monroe (1990, 1993)."
22726414,Colaptes cafer,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Colaptes,cafer,,,,,"(Gmelin, 1788)","Colaptes auratus, C. cafer and C. mexicanoides (del Hoyo and Collar 2014) were previously lumped as C. auratus following Sibley and Monroe (1990, 1993)."
22727740,Circus hudsonius,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Circus,hudsonius,,,,,"(Linnaeus, 1766)","Circus cyaneus and C. hudsonius (del Hoyo and Collar 2014) were previously lumped as C. cyaneus following Sibley and Monroe (1990, 1993)."
22729123,Icterus bullockiorum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,bullockiorum,,,,,"(Swainson, 1827)",""
22732650,Phasianus versicolor,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,versicolor,,,,,"Vieillot, 1825","Phasianus colchicus and P. versicolor (del Hoyo and Collar 2014) were previously lumped as P. colchicus following Sibley and Monroe (1990, 1993)."
